control_domain,control_title,control_id,control_specification,control_type,genai_ops_processing_infrastructure_pi,model,orchestrated_services,application,is_relevant_phys,is_relevant_network,is_relevant_compute,is_relevant_storage,is_relevant_app,is_relevant_data,preparation_relevance,development_relevance,evaluation_validation_relevance,deployment_relevance,delivery_relevance,service_retirement_relevance,threat_model_manipulation,threat_data_poisoning,threat_sensitive_data_disclosure,threat_model_theft,threat_model_service_failure_malfunctioning,threat_insecure_supply_chain,threat_insecure_apps_plugins,threat_denial_of_service_dos,threat_loss_of_governance_compliance,relevant_stack_components,relevant_threat_categories,has_deployment_relevance,has_delivery_relevance,has_service_retirement_relevance,is_ai_specific,is_cloud_specific,is_cloud_and_ai_related
Model Security,Open Model Risk Assessment,MDS-12,"Establish a process to evaluate risk associated with open models. Periodically review these risk factors, and implement a process to monitor and mitigate any determined vulnerabilities.",AI-Specific,Shared Cloud Service Provider-Model Provider (Shared CSP-MP),Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Shared Orchestrated Service Provider-Application Provider (Shared OSP-AP),False,True,True,True,True,False,"Resource provisioning, Team and expertise","Training, Guardrails","Evaluation, Validation/Red Teaming","AI Services supply chain, AI applications","Operations, Maintenance, Continuous improvement","Archiving, Model disposal",True,False,True,True,True,True,True,True,True,"Network, Compute, Storage, App","Model manipulation, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance",True,True,True,True,False,False
Model Security,Secure Model Format,MDS-13,Adopt secure model formats and processes for AI model serialization where applicable.,Cloud & AI Related,Shared Cloud Service Provider-Model Provider (Shared CSP-MP),Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Shared Orchestrated Service Provider-Application Provider (Shared OSP-AP),False,True,True,True,True,True,Team and expertise,"Design, Guardrails",Validation/Red Teaming,"Orchestration, AI Services supply chain",Maintenance,Model disposal,False,False,True,True,True,True,False,False,True,"Network, Compute, Storage, App, Data","Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Loss of governance/compliance",True,True,True,False,False,True
"Security Incident Management, E-Discovery, & Cloud Forensics",Security Incident Management Policy and Procedures,SEF-01,"Establish, document, approve, communicate, apply, evaluate and maintain policies and procedures for Security Incident Management, E-Discovery, and Forensics. Review and update the policies and procedures at least annually or upon significant changes.",Cloud & AI Related,Shared across the supply chain,Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Owned by the Application Provider (AP),True,True,True,True,True,True,Data storage,"Guardrails, Supply Chain",Re-evaluation,"AI applications, Orchestration","Operations, Maintenance, Continuous monitoring, Continuous improvement","Archiving, Data deletion, Model disposal",True,True,True,True,True,True,True,True,True,"Phys, Network, Compute, Storage, App, Data","Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance",True,True,True,False,False,True
"Security Incident Management, E-Discovery, & Cloud Forensics",Service Management Policy and Procedures,SEF-02,"Establish, document, approve, communicate, apply, evaluate and maintain policies and procedures for the timely management of security incidents. Review and update the policies and procedures at least annually, or upon significant changes.",Cloud & AI Related,Shared across the supply chain,Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Shared Application Provider-AI Customer (Shared AP-AIC),True,True,True,True,True,True,Data storage,"Guardrails, Supply Chain","Validation/Red Teaming, Re-evaluation","Orchestration, AI Services supply chain, AI applications","Operations, Maintenance, Continuous monitoring, Continuous improvement","Data deletion, Archiving, Model disposal",True,True,True,True,True,True,True,True,True,"Phys, Network, Compute, Storage, App, Data","Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance",True,True,True,False,False,True
"Security Incident Management, E-Discovery, & Cloud Forensics",Incident Response Plans,SEF-03,"Establish, document, approve, communicate, apply, evaluate and maintain a security incident response plan, which includes but is not limited to: a communication strategy for notifying relevant internal departments, impacted AICs, and other business critical relationships (such as supply-chain) that may be impacted.",Cloud & AI Related,Shared across the supply chain,Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Shared Orchestrated Service Provider-Application Provider (Shared OSP-AP),True,True,True,True,True,True,Data storage,"Guardrails, Supply Chain",Validation/Red Teaming,"Orchestration, AI Services supply chain, AI applications","Operations, Maintenance, Continuous monitoring, Continuous improvement","Archiving, Data deletion, Model disposal",True,True,True,True,True,True,True,True,True,"Phys, Network, Compute, Storage, App, Data","Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance",True,True,True,False,False,True
"Security Incident Management, E-Discovery, & Cloud Forensics",Incident Response Testing,SEF-04,Follow a structured approach to evaluate the effectiveness of incident response plans at planned intervals or upon significant changes.,Cloud & AI Related,Shared across the supply chain,Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Shared Orchestrated Service Provider-Application Provider (Shared OSP-AP),True,True,True,True,True,True,"Data storage, Resource provisioning, Team and expertise",Guardrails,"Evaluation, Validation/Red Teaming, Re-evaluation","Orchestration, AI Services supply chain, AI applications","Operations, Maintenance, Continuous monitoring, Continuous improvement",Archiving,True,True,True,True,True,True,True,True,True,"Phys, Network, Compute, Storage, App, Data","Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance",True,True,True,False,False,True
"Security Incident Management, E-Discovery, & Cloud Forensics",Incident Response Metrics,SEF-05,"Establish, monitor and report information security incident metrics.",Cloud & AI Related,Shared across the supply chain,Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Shared Orchestrated Service Provider-Application Provider (Shared OSP-AP),True,True,True,True,True,True,Data storage,Guardrails,Re-evaluation,"Orchestration, AI Services supply chain, AI applications","Operations, Maintenance, Continuous monitoring, Continuous improvement",Data deletion,True,True,True,True,True,True,True,True,True,"Phys, Network, Compute, Storage, App, Data","Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance",True,True,True,False,False,True
"Security Incident Management, E-Discovery, & Cloud Forensics",Event Triage Processes,SEF-06,"Define, implement and evaluate processes, procedures and technical measures supporting business processes to triage security-related events.",Cloud & AI Related,Shared across the supply chain,Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Shared Orchestrated Service Provider-Application Provider (Shared OSP-AP),True,True,True,True,True,True,Data storage,Guardrails,Re-evaluation,"AI Services supply chain, AI applications","Operations, Maintenance, Continuous monitoring, Continuous improvement","Archiving, Data deletion, Model disposal",True,True,True,True,True,True,True,True,True,"Phys, Network, Compute, Storage, App, Data","Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance",True,True,True,False,False,True
"Security Incident Management, E-Discovery, & Cloud Forensics",Security Breach Notification,SEF-07,"Define and implement, processes, procedures and technical measures for security breach notifications. Report material security breaches and assumed security breaches including any relevant supply chain breaches, as per applicable SLAs, laws and regulations.",Cloud & AI Related,Shared across the supply chain,Shared across the supply chain,Shared across the supply chain,Shared across the supply chain,True,True,True,True,True,True,"Data collection, Data curation, Data storage","Training, Guardrails","Evaluation, Validation/Red Teaming, Re-evaluation","Orchestration, AI Services supply chain, AI applications","Operations, Maintenance, Continuous monitoring, Continuous improvement",Data deletion,True,True,True,True,True,True,True,True,True,"Phys, Network, Compute, Storage, App, Data","Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance",True,True,True,False,False,True
"Security Incident Management, E-Discovery, & Cloud Forensics",Points of Contact Maintenance,SEF-08,"Maintain points of contact for applicable regulation authorities, national and local law enforcement, and other legal jurisdictional authorities. Review and update the points of contact at least annually.",Cloud & AI Related,Shared across the supply chain,Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Owned by the Application Provider (AP),True,True,True,True,True,True,"Data collection, Data curation, Data storage, Resource provisioning, Team and expertise","Supply Chain, Guardrails, Training, Design","Evaluation, Validation/Red Teaming, Re-evaluation","Orchestration, AI Services supply chain, AI applications","Operations, Continuous monitoring","Archiving, Data deletion, Model disposal",True,True,True,True,True,True,True,True,True,"Phys, Network, Compute, Storage, App, Data","Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance",True,True,True,False,False,True
"Security Incident Management, E-Discovery, & Cloud Forensics",Incident Response,SEF-09,"Define incident categories and severity levels for AI systems, and determine response procedures for each, including automated response where applicable.",Cloud & AI Related,Shared across the supply chain,Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Owned by the Application Provider (AP),True,True,True,True,True,True,Data storage,Guardrails,Re-evaluation,"Orchestration, AI Services supply chain, AI applications","Operations, Maintenance, Continuous monitoring, Continuous improvement",Data deletion,True,True,True,True,True,True,True,True,True,"Phys, Network, Compute, Storage, App, Data","Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance",True,True,True,False,False,True
"Supply Chain Management, Transparency, and Accountability",Supply Chain Risk Management Policies and Procedures,STA-01,"Establish, document, approve, communicate, apply, evaluate, and maintain policies and procedures for supply chain risk management. Review and update the policies and procedures at least annually or upon significant changes.",Cloud & AI Related,Shared across the supply chain,Owned by the Model Provider (MP),Owned by the Orchestrated Service Provider (OSP),Owned by the Application Provider (AP),True,True,True,True,True,True,"Data storage, Resource provisioning, Team and expertise","Design, Training, Guardrails","Evaluation, Validation/Red Teaming, Re-evaluation","AI applications, AI Services supply chain, Orchestration","Operations, Maintenance, Continuous monitoring","Archiving, Data deletion, Model disposal",True,True,True,True,True,True,True,True,True,"Phys, Network, Compute, Storage, App, Data","Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance",True,True,True,False,False,True
"Supply Chain Management, Transparency, and Accountability",SSRM Policy and Procedures,STA-02,"Establish, document, approve, communicate, apply, evaluate and maintain policies and procedures for the application of the Shared Security Responsibility Model (SSRM) within the organization. Review and update the policies and procedures at least annually, or upon significant changes.",Cloud & AI Related,Shared across the supply chain,Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Shared Application Provider-AI Customer (Shared AP-AIC),True,True,True,True,True,True,"Data storage, Team and expertise",Guardrails,Re-evaluation,"Orchestration, AI Services supply chain, AI applications","Operations, Maintenance, Continuous monitoring, Continuous improvement","Archiving, Data deletion, Model disposal",True,True,True,True,True,True,True,True,True,"Phys, Network, Compute, Storage, App, Data","Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance",True,True,True,False,False,True
"Supply Chain Management, Transparency, and Accountability",SSRM Supply Chain,STA-03,"Apply, document, implement and manage the SSRM throughout the supply chain.",Cloud & AI Related,Shared across the supply chain,Owned by the Model Provider (MP),Owned by the Orchestrated Service Provider (OSP),Owned by the Application Provider (AP),True,True,True,True,True,True,"Data collection, Data curation, Data storage, Resource provisioning","Guardrails, Supply Chain","Evaluation, Validation/Red Teaming, Re-evaluation","Orchestration, AI Services supply chain, AI applications","Operations, Maintenance, Continuous monitoring, Continuous improvement","Archiving, Data deletion, Model disposal",True,True,True,True,True,True,True,False,True,"Phys, Network, Compute, Storage, App, Data","Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Loss of governance/compliance",True,True,True,False,False,True
"Supply Chain Management, Transparency, and Accountability",SSRM Guidance,STA-04,Provide SSRM Guidance to the Customer detailing information about the SSRM applicability throughout the supply chain.,Cloud & AI Related,Owned by the Cloud Service Provider (CSP),Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Owned by the Application Provider (AP),True,True,True,True,True,True,"Data collection, Data curation, Data storage","Guardrails, Supply Chain","Evaluation, Validation/Red Teaming, Re-evaluation","AI Services supply chain, AI applications, Orchestration","Operations, Maintenance, Continuous monitoring, Continuous improvement","Data deletion, Model disposal, Archiving",True,True,True,True,True,True,True,False,True,"Phys, Network, Compute, Storage, App, Data","Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Loss of governance/compliance",True,True,True,False,False,True
"Supply Chain Management, Transparency, and Accountability",SSRM Control Ownership,STA-05,Delineate the shared ownership and applicability of all CSA AICM controls according to the SSRM.,Cloud & AI Related,Shared across the supply chain,Owned by the Model Provider (MP),Owned by the Orchestrated Service Provider (OSP),Owned by the Application Provider (AP),True,True,True,True,True,True,"Data collection, Data curation, Data storage, Resource provisioning",Supply Chain,"Evaluation, Validation/Red Teaming, Re-evaluation","Orchestration, AI Services supply chain, AI applications","Operations, Maintenance, Continuous monitoring, Continuous improvement","Archiving, Data deletion, Model disposal",True,True,True,True,True,True,True,True,True,"Phys, Network, Compute, Storage, App, Data","Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance",True,True,True,False,False,True
"Supply Chain Management, Transparency, and Accountability",SSRM Documentation Review,STA-06,Review and validate SSRM documentation.,Cloud & AI Related,Shared across the supply chain,Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Owned by the Application Provider (AP),True,True,True,True,True,True,"Data storage, Resource provisioning",Supply Chain,"Evaluation, Validation/Red Teaming, Re-evaluation","Orchestration, AI Services supply chain, AI applications","Operations, Maintenance, Continuous monitoring, Continuous improvement","Archiving, Data deletion, Model disposal",True,True,True,True,True,True,True,True,True,"Phys, Network, Compute, Storage, App, Data","Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance",True,True,True,False,False,True
"Supply Chain Management, Transparency, and Accountability",SSRM Control Implementation,STA-07,"Implement, operate, and audit or assess the portions of the SSRM which the organization is responsible for.",Cloud & AI Related,Shared Cloud Service Provider-Model Provider (Shared CSP-MP),Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Owned by the Application Provider (AP),True,True,True,True,True,True,Data storage,Supply Chain,"Evaluation, Validation/Red Teaming, Re-evaluation","Orchestration, AI Services supply chain, AI applications","Operations, Maintenance, Continuous monitoring, Continuous improvement","Archiving, Data deletion, Model disposal",True,True,True,True,True,True,True,True,True,"Phys, Network, Compute, Storage, App, Data","Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance",True,True,True,False,False,True
"Supply Chain Management, Transparency, and Accountability",Supply Chain Inventory,STA-08,Develop and maintain an inventory of all supply chain relationships.,Cloud & AI Related,Shared across the supply chain,Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Owned by the Application Provider (AP),True,True,True,True,True,True,"Data storage, Resource provisioning",Supply Chain,"Evaluation, Validation/Red Teaming, Re-evaluation","Orchestration, AI Services supply chain, AI applications",Maintenance,Data deletion,True,True,True,True,True,True,True,True,True,"Phys, Network, Compute, Storage, App, Data","Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance",True,True,True,False,False,True
"Supply Chain Management, Transparency, and Accountability",Supply Chain Risk Management,STA-09,Periodically review risk factors associated with supply chain relationships.,Cloud & AI Related,Owned by the Cloud Service Provider (CSP),Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Owned by the Application Provider (AP),True,True,True,True,True,True,"Data collection, Data curation, Data storage, Resource provisioning, Team and expertise",Supply Chain,"Re-evaluation, Validation/Red Teaming, Evaluation","Orchestration, AI Services supply chain, AI applications","Operations, Maintenance, Continuous monitoring, Continuous improvement",Data deletion,True,True,True,True,True,True,True,True,True,"Phys, Network, Compute, Storage, App, Data","Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance",True,True,True,False,False,True
"Supply Chain Management, Transparency, and Accountability",Primary Service and Contractual Agreement,STA-10,"Service agreements must incorporate at least the following mutually-agreed upon provisions and/or terms: • Scope, characteristics and location of business relationship and services offered • Information security requirements (including SSRM) • Change management process • Logging and monitoring capability • Incident management and communication procedures • Right to audit and third party assessment • Service termination • Interoperability and portability requirements • Data privacy",Cloud & AI Related,Shared across the supply chain,Owned by the Model Provider (MP),Shared Orchestrated Service Provider-Application Provider (Shared OSP-AP),Owned by the Application Provider (AP),True,True,True,True,True,True,Data storage,Supply Chain,Validation/Red Teaming,AI Services supply chain,"Operations, Continuous monitoring, Continuous improvement",Data deletion,True,True,True,True,True,True,True,True,True,"Phys, Network, Compute, Storage, App, Data","Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance",True,True,True,False,False,True
"Supply Chain Management, Transparency, and Accountability",Supply Chain Agreement Review,STA-11,"Review supply chain agreements at least annually, or upon significant changes.",Cloud & AI Related,Shared across the supply chain,Shared across the supply chain,Owned by the Orchestrated Service Provider (OSP),Shared Orchestrated Service Provider-Application Provider (Shared OSP-AP),True,True,True,True,True,True,"Data storage, Resource provisioning",Supply Chain,"Evaluation, Validation/Red Teaming, Re-evaluation","Orchestration, AI Services supply chain","Operations, Maintenance, Continuous monitoring",Data deletion,True,True,True,True,True,True,True,True,True,"Phys, Network, Compute, Storage, App, Data","Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance",True,True,True,False,False,True
"Supply Chain Management, Transparency, and Accountability",Supply Chain Compliance Assessment,STA-12,"Define and implement a process for conducting internal assessments to confirm conformance and effectiveness of standards, policies, procedures, and service level agreement activities at least annually.",Cloud & AI Related,Shared across the supply chain,Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Owned by the Application Provider (AP),True,True,True,True,True,True,"Data storage, Resource provisioning, Team and expertise","Design, Training, Guardrails","Evaluation, Validation/Red Teaming, Re-evaluation","Orchestration, AI Services supply chain, AI applications","Operations, Maintenance, Continuous monitoring, Continuous improvement","Archiving, Data deletion, Model disposal",True,True,True,True,True,True,True,True,True,"Phys, Network, Compute, Storage, App, Data","Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance",True,True,True,False,False,True
"Supply Chain Management, Transparency, and Accountability",Supply Chain Service Agreement Compliance,STA-13,"Implement policies requiring all service providers throughout the supply chain to comply with information security, confidentiality, access control, privacy, audit, personnel policy and service level requirements and standards.",Cloud & AI Related,Shared across the supply chain,Owned by the Model Provider (MP),Owned by the Orchestrated Service Provider (OSP),Shared Application Provider-AI Customer (Shared AP-AIC),True,True,True,True,True,True,"Data collection, Data curation, Data storage, Resource provisioning","Design, Training, Guardrails","Evaluation, Validation/Red Teaming, Re-evaluation","Orchestration, AI Services supply chain, AI applications","Operations, Maintenance, Continuous monitoring, Continuous improvement","Archiving, Data deletion, Model disposal",True,True,True,True,True,True,True,True,True,"Phys, Network, Compute, Storage, App, Data","Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance",True,True,True,False,False,True
"Supply Chain Management, Transparency, and Accountability",Supply Chain Governance Review,STA-14,Periodically review the organization's supply chain partners' IT governance policies and procedures.,Cloud & AI Related,Shared Cloud Service Provider-Model Provider (Shared CSP-MP),Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Shared Application Provider-AI Customer (Shared AP-AIC),True,True,True,True,True,True,"Data collection, Data curation, Data storage, Resource provisioning","Design, Training, Guardrails","Evaluation, Validation/Red Teaming, Re-evaluation","Orchestration, AI Services supply chain, AI applications","Operations, Maintenance, Continuous monitoring, Continuous improvement","Archiving, Data deletion, Model disposal",True,True,True,True,True,True,True,True,True,"Phys, Network, Compute, Storage, App, Data","Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance",True,True,True,False,False,True
"Supply Chain Management, Transparency, and Accountability",Supply Chain Data Security Assessment,STA-15,Define and implement a process for conducting security assessments periodically for all organizations within the supply chain.,Cloud & AI Related,Shared across the supply chain,Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Owned by the Application Provider (AP),True,True,True,True,True,True,"Data collection, Data curation, Data storage, Resource provisioning",Guardrails,"Validation/Red Teaming, Re-evaluation","Orchestration, AI Services supply chain, AI applications","Operations, Maintenance, Continuous monitoring, Continuous improvement","Archiving, Data deletion, Model disposal",True,True,True,True,True,True,True,True,True,"Phys, Network, Compute, Storage, App, Data","Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance",True,True,True,False,False,True
"Supply Chain Management, Transparency, and Accountability",Service Bill of Material (BOM),STA-16,"Define, implement, and enforce a process for establishing a Bill of Material for the service supply chain. Review and update the Bill of Material at least annually or upon significant changes.",AI-Specific,Owned by the Customer (AIC),Owned by the Model Provider (MP),Owned by the Orchestrated Service Provider (OSP),Owned by the Customer (AIC),False,False,False,False,True,True,Resource provisioning,"Design, Guardrails","Evaluation, Validation/Red Teaming","Orchestration, AI Services supply chain","Operations, Maintenance, Continuous monitoring, Continuous improvement","Archiving, Data deletion, Model disposal",False,False,True,False,True,True,True,False,True,"App, Data","Sensitive data disclosure, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Loss of governance/compliance",True,True,True,True,False,False
Threat & Vulnerability Management,Threat and Vulnerability Management Policy and Procedures,TVM-01,"Establish, document, approve, communicate, apply, evaluate and maintain policies and procedures to identify, report and prioritize the remediation of vulnerabilities and threats, in order to protect systems against vulnerability exploitation. Review and update the policies and procedures at least annually or upon significant changes.",Cloud & AI Related,Shared across the supply chain,Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Owned by the Application Provider (AP),True,True,True,True,True,True,"Data storage, Resource provisioning",Training,"Validation/Red Teaming, Re-evaluation","Orchestration, AI Services supply chain, AI applications","Operations, Maintenance, Continuous monitoring, Continuous improvement",Data deletion,True,True,True,True,True,True,True,True,True,"Phys, Network, Compute, Storage, App, Data","Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance",True,True,True,False,False,True
Threat & Vulnerability Management,Malware and Malicious Instructions Protection Policy and Procedures,TVM-02,"Establish, document, approve, communicate, apply, evaluate and maintain policies and procedures to protect against malware and malicious instructions. Review and update the policies and procedures at least annually or upon significant changes.",Cloud & AI Related,Shared Cloud Service Provider-Model Provider (Shared CSP-MP),Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Shared Application Provider-AI Customer (Shared AP-AIC),False,True,True,True,True,True,"Data storage, Resource provisioning",Training,Re-evaluation,"Orchestration, AI Services supply chain, AI applications","Operations, Maintenance, Continuous monitoring, Continuous improvement","Archiving, Data deletion, Model disposal",True,True,True,True,True,True,True,True,True,"Network, Compute, Storage, App, Data","Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance",True,True,True,False,False,True
Threat & Vulnerability Management,Vulnerability Identification,TVM-03,"Define, implement and evaluate processes, procedures and technical measures to enable both scheduled and emergency responses to vulnerability identifications, based on the identified risk.",Cloud & AI Related,Shared across the supply chain,Owned by the Model Provider (MP),Shared Orchestrated Service Provider-Application Provider (Shared OSP-AP),Shared Application Provider-AI Customer (Shared AP-AIC),True,True,True,True,True,True,"Data storage, Resource provisioning",Training,"Evaluation, Validation/Red Teaming, Re-evaluation","Orchestration, AI Services supply chain, AI applications","Operations, Maintenance, Continuous monitoring, Continuous improvement","Data deletion, Model disposal",True,True,True,True,True,True,True,True,True,"Phys, Network, Compute, Storage, App, Data","Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance",True,True,True,False,False,True
Threat & Vulnerability Management,Detection Updates,TVM-04,"Define, implement and evaluate processes, procedures and technical measures to update detection tools, threat signatures, and indicators of compromise on a weekly, or more frequent basis.",Cloud & AI Related,Shared across the supply chain,Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Shared Orchestrated Service Provider-Application Provider (Shared OSP-AP),True,True,True,True,True,True,,Guardrails,"Evaluation, Validation/Red Teaming, Re-evaluation","Orchestration, AI Services supply chain, AI applications","Operations, Maintenance, Continuous monitoring, Continuous improvement","Data deletion, Model disposal",True,True,True,False,True,True,True,True,True,"Phys, Network, Compute, Storage, App, Data","Model manipulation, Data poisoning, Sensitive data disclosure, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance",True,True,True,False,False,True
Threat & Vulnerability Management,External Library Vulnerabilities,TVM-05,"Define, implement and evaluate processes, procedures and technical measures to identify updates for applications which use third party or open source libraries according to the organization's vulnerability management policy.",Cloud & AI Related,Shared Cloud Service Provider-Model Provider (Shared CSP-MP),Owned by the Model Provider (MP),Owned by the Orchestrated Service Provider (OSP),Owned by the Application Provider (AP),True,True,True,True,True,True,,Guardrails,"Evaluation, Validation/Red Teaming, Re-evaluation","Orchestration, AI Services supply chain, AI applications","Operations, Maintenance, Continuous monitoring, Continuous improvement","Data deletion, Model disposal",False,False,True,False,True,True,True,False,True,"Phys, Network, Compute, Storage, App, Data","Sensitive data disclosure, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Loss of governance/compliance",True,True,True,False,False,True
