control_domain,control_title,control_id,control_specification,question_id,consensus_assessments_question,control_type,relevant_threat_categories,relevant_stack_components,used_by_agent,criticality
Infrastructure Security,OS Hardening and Base Controls,I&S-04,"Harden host and guest OS, hypervisor or infrastructure control plane, according to their respective best practices, and supported by technical controls, as part of a security baseline.",I&S-04.1,"Are the host and guest OS, hypervisor, or infrastructure control plane, being hardened according to their respective best practices and supported by technical controls as part of a security baseline?",Cloud & AI Related,"Sensitive data disclosure, Model/Service Failure/Malfunctioning, Insecure supply chain, Denial of Service (DoS), Loss of governance/compliance","Compute, Storage, App",missing_info_agent; validation_agent; final_output_agent,
Infrastructure Security,Production and Non-Production Environments,I&S-05,Separate production and non-production environments.,I&S-05.1,Are production and non-production environments kept separate?,Cloud & AI Related,"Sensitive data disclosure, Model/Service Failure/Malfunctioning, Loss of governance/compliance","Phys, Network, Compute, Storage, App, Data",missing_info_agent; validation_agent; final_output_agent,
Infrastructure Security,Segmentation and Segregation,I&S-06,"Design, develop, deploy and configure applications and infrastructures such that tenant access is appropriately segmented and segregated, monitored and restricted.",I&S-06.1,"Are applications and infrastructures designed, developed, deployed and configured such that tenant access is appropriately segmented, segregated, monitored, and restricted from other tenants?",Cloud & AI Related,"Sensitive data disclosure, Model/Service Failure/Malfunctioning, Loss of governance/compliance","Network, Compute, Storage, App, Data",missing_info_agent; validation_agent; final_output_agent,
Infrastructure Security,Migration to Hosted Environments,I&S-07,"Use secure and encrypted communication channels when migrating servers, services, applications, or data to hosted environments. Such channels must include only up-to-date and approved protocols.",I&S-07.1,"Are secure and encrypted communication channels used when migrating servers, services, applications or data to hosted environments?",Cloud & AI Related,"Sensitive data disclosure, Loss of governance/compliance","Network, Compute, Storage, App, Data",missing_info_agent; validation_agent; final_output_agent,
,,,,I&S-07.2,Are such channels including only up-to-date and approved protocols?,,,,missing_info_agent; validation_agent; final_output_agent,
Infrastructure Security,Network Architecture Documentation,I&S-08,Identify and document high-risk environments.,I&S-08.1,Are high-risk environments identified and documented?,Cloud & AI Related,"Sensitive data disclosure, Model/Service Failure/Malfunctioning, Loss of governance/compliance","Network, Compute, App, Data",missing_info_agent; validation_agent; final_output_agent,
Infrastructure Security,Network Defense,I&S-09,"Define, implement and evaluate processes, procedures and defense-in-depth techniques for protection, detection, and timely response to network-based attacks.",I&S-09.1,"Are processes, procedures, and defense-in-depth techniques for the protection, detection, and timely response to network-based attacks, defined, implemented and evaluated?",Cloud & AI Related,"Sensitive data disclosure, Model/Service Failure/Malfunctioning, Denial of Service (DoS), Loss of governance/compliance","Network, Compute, App, Data",missing_info_agent; validation_agent; final_output_agent,
Logging and Monitoring,Logging and Monitoring Policy and Procedures,LOG-01,"Establish, document, approve, communicate, apply, evaluate and maintain policies and procedures for logging and monitoring. Review and update the policies and procedures at least annually, or upon significant changes.",LOG-01.1,"Are logging and monitoring policies and procedures established, documented, approved, communicated, applied, evaluated, and maintained?",Cloud & AI Related,"Sensitive data disclosure, Model/Service Failure/Malfunctioning, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance","Phys, Network, Compute, Storage, App, Data",missing_info_agent; validation_agent; final_output_agent,
,,,,LOG-01.2,"Are policies and procedures reviewed, approved and updated at least annually, or upon significant changes?",,,,missing_info_agent; validation_agent; final_output_agent,
Logging and Monitoring,Audit Logs Protection,LOG-02,"Define, implement and evaluate processes, procedures and technical measures to ensure the security and retention of audit logs.",LOG-02.1,"Are processes, procedures, and technical measures defined, implemented, and evaluated to ensure audit log security and retention?",Cloud & AI Related,"Sensitive data disclosure, Model/Service Failure/Malfunctioning, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance","Phys, Network, Compute, Storage, App, Data",missing_info_agent; validation_agent; final_output_agent,
Logging and Monitoring,Security Monitoring and Alerting,LOG-03,"Identify and monitor security-related events within applications, the underlying infrastructure, supply chain, and consider logging other events based on risk evaluation. Define and implement a system to generate alerts to responsible stakeholders based on such events and corresponding metrics.",LOG-03.1,"Are security-related events within applications, the underlying infrastructure, and the supply chain being identified and monitored, and are other events being logged based on risk evaluation?",Cloud & AI Related,"Model manipulation, Sensitive data disclosure, Model/Service Failure/Malfunctioning, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance","Phys, Network, Compute, Storage, App, Data",missing_info_agent; validation_agent; final_output_agent,
,,,,LOG-03.2,"Is a system to generate alerts, defined and implemented, to responsible stakeholders based on security-related events and corresponding metrics?",,,,missing_info_agent; validation_agent; final_output_agent,
Logging and Monitoring,Audit Logs Access and Accountability,LOG-04,Restrict access to audit logs and maintain records of access to logs.,LOG-04.1,Is access to audit logs restricted and are the records of access logs maintained?,Cloud & AI Related,"Sensitive data disclosure, Loss of governance/compliance","Phys, Network, Compute, Storage, App, Data",missing_info_agent; validation_agent; final_output_agent,
Logging and Monitoring,Audit Logs Monitoring and Response,LOG-05,Monitor security audit logs to detect activity outside of typical or expected patterns. Establish and follow a defined process to review and take appropriate and timely actions on detected anomalies.,LOG-05.1,Are security audit logs monitored to detect activity outside of typical or expected patterns?,Cloud & AI Related,"Sensitive data disclosure, Model/Service Failure/Malfunctioning, Denial of Service (DoS), Loss of governance/compliance","Phys, Network, Compute, Storage, App, Data",missing_info_agent; validation_agent; final_output_agent,
,,,,LOG-05.2,"Is a process, on reviewing and taking appropriate and timely actions on detected anomalies, defined, established and followed?",,,,missing_info_agent; validation_agent; final_output_agent,
Logging and Monitoring,Clock Synchronization,LOG-06,Use a reliable time source across all relevant information processing systems.,LOG-06.1,Is a reliable time source being used across all relevant information processing systems?,Cloud & AI Related,"Model/Service Failure/Malfunctioning, Loss of governance/compliance","Phys, Network, Compute, Storage, App, Data",missing_info_agent; validation_agent; final_output_agent,
Logging and Monitoring,Logging Scope,LOG-07,"Establish, document and implement which information meta/data system events should be logged. Review and update the scope at least annually or whenever there is a change in the threat environment.",LOG-07.1,"Are information metadata system events that should be logged, established, documented, and implemented?",Cloud & AI Related,"Sensitive data disclosure, Model/Service Failure/Malfunctioning, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance","Phys, Network, Compute, Storage, App, Data",missing_info_agent; validation_agent; final_output_agent,
,,,,LOG-07.2,"Is the scope reviewed and updated at least annually, or whenever there is a change in the threat environment?",,,,missing_info_agent; validation_agent; final_output_agent,
Logging and Monitoring,Log Records,LOG-08,Generate audit records containing relevant security information.,LOG-08.1,"Are audit records generated, and do they contain relevant security information?",Cloud & AI Related,"Sensitive data disclosure, Model/Service Failure/Malfunctioning, Denial of Service (DoS), Loss of governance/compliance","Phys, Network, Compute, Storage, App, Data",missing_info_agent; validation_agent; final_output_agent,
Logging and Monitoring,Log Protection,LOG-09,"Protect audit records from unauthorized access, modification, and deletion.",LOG-09.1,"Is the audit records protected from unauthorized access, modification, and deletion?",Cloud & AI Related,"Sensitive data disclosure, Model/Service Failure/Malfunctioning, Denial of Service (DoS), Loss of governance/compliance","Phys, Network, Compute, Storage, App, Data",missing_info_agent; validation_agent; final_output_agent,
Logging and Monitoring,Encryption Monitoring and Reporting,LOG-10,"Establish and maintain a monitoring and internal reporting capability over the operations of cryptographic, encryption and key management policies, processes, procedures, and controls.",LOG-10.1,"Are monitoring and internal reporting capabilities established to report on cryptographic operations, encryption, and key management policies, processes, procedures, and controls?",Cloud & AI Related,"Sensitive data disclosure, Insecure apps/plugins, Loss of governance/compliance","Phys, Network, Compute, Storage, App, Data",missing_info_agent; validation_agent; final_output_agent,
Logging and Monitoring,Transaction/Activity Logging,LOG-11,Log and monitor key lifecycle management events to enable auditing and reporting on usage of cryptographic keys.,LOG-11.1,Are key lifecycle management events logged and monitored to enable auditing and reporting on cryptographic keys' usage?,Cloud & AI Related,"Sensitive data disclosure, Model/Service Failure/Malfunctioning, Denial of Service (DoS), Loss of governance/compliance","Phys, Network, Compute, Storage, App, Data",missing_info_agent; validation_agent; final_output_agent,
Logging and Monitoring,Access Control Logs,LOG-12,Monitor and log physical access using an auditable access control system.,LOG-12.1,Is physical access logged and monitored using an auditable access control system?,Cloud-Specific,"Sensitive data disclosure, Model/Service Failure/Malfunctioning, Loss of governance/compliance","Phys, Network, Compute, Storage, App, Data",missing_info_agent; validation_agent; final_output_agent,
Logging and Monitoring,Failures and Anomalies Reporting,LOG-13,"Define, implement and evaluate processes, procedures and technical measures for the reporting of anomalies and failures of the monitoring system and provide immediate notification to the accountable party.",LOG-13.1,"Are processes and technical measures for reporting monitoring system anomalies and failures defined, implemented, and evaluated?",Cloud & AI Related,"Model/Service Failure/Malfunctioning, Loss of governance/compliance","Phys, Network, Compute, App, Data",missing_info_agent; validation_agent; final_output_agent,
,,,,LOG-13.2,Are accountable parties immediately notified about anomalies and failures?,,,,missing_info_agent; validation_agent; final_output_agent,
Logging and Monitoring,Input Monitoring,LOG-14,Log and monitor all input events (content and metadata) to enable auditing and reporting on the usage of AI models.,LOG-14.1,Are all input events (content and metadata) logged and monitored to enable auditing and reporting on the usage of AI models?,AI-Specific,"Sensitive data disclosure, Model/Service Failure/Malfunctioning, Loss of governance/compliance","Phys, Network, Compute, Storage, App, Data",missing_info_agent; validation_agent; final_output_agent,
Logging and Monitoring,Output Monitoring,LOG-15,Log and monitor all output events (content and metadata) to enable auditing and reporting on usage of AI models.,LOG-15.1,Are all output events (content and metadata) logged and monitored to enable auditing and reporting on the usage of AI models?,AI-Specific,"Sensitive data disclosure, Model/Service Failure/Malfunctioning, Loss of governance/compliance","Phys, Network, Compute, Storage, App, Data",missing_info_agent; validation_agent; final_output_agent,
Model Security,Training Pipeline Security,MDS-01,"Define, implement, and evaluate policies, procedures, and technical measures that ensure the security of the Training Pipeline. Regularly review and update policies, procedures and technical measures to address new security threats and best practices.",MDS-01.1,"Are processes, procedures, and technical measures defined, implemented, and evaluated to ensure the security of the Training Pipeline?",Cloud & AI Related,"Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Denial of Service (DoS), Loss of governance/compliance","Phys, Network, Compute, Storage, App, Data",missing_info_agent; validation_agent; final_output_agent,
,,,,MDS-01.2,"Are policies, procedures and technical measures to address new security threats and best practices regularly review and update?",,,,missing_info_agent; validation_agent; final_output_agent,
Model Security,Model Artifact Scanning,MDS-02,"Define, implement, and evaluate policies, procedures, and technical measures for the scanning of model artifacts for vulnerabilities and attacks, at each step of the service lifecycle and at each hand over point. Regularly review and update policies, procedures and technical measures to address model artifact scanning.",MDS-02.1,"Are processes, procedures, and technical measures defined, implemented, and evaluated for the periodic scanning of model artifacts for vulnerabilities and attacks at each step of the service lifecycle and at each handover point?",AI-Specific,"Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance","Compute, Storage, App, Data",missing_info_agent; validation_agent; final_output_agent,
,,,,MDS-02.2,"Are policies, procedures and technical measures to address model artifact scanning regularly reviewed and updated?",,,,missing_info_agent; validation_agent; final_output_agent,
Model Security,Model Documentation,MDS-03,"Define, implement, enforce, approve, document, communicate, maintain and evaluate processes and procedures for model documentation. Regularly review and update the model documentation.",MDS-03.1,"Are processes and procedures defined, implemented, enforced, and evaluated for documenting, approving, communicating, evaluating, and maintaining model documentation?",AI-Specific,"Data poisoning, Sensitive data disclosure, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Loss of governance/compliance","Storage, App, Data",missing_info_agent; validation_agent; final_output_agent,
,,,,MDS-03.2,Is the model documentation regularly reviewed and updated?,,,,missing_info_agent; validation_agent; final_output_agent,
Model Security,Model Documentation Requirements,MDS-04,Establish and implement baseline requirements for Model documentation.,MDS-04.1,Are baseline requirements for Model documentation established and implemented?,AI-Specific,"Data poisoning, Sensitive data disclosure, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Loss of governance/compliance","Storage, App, Data",missing_info_agent; validation_agent; final_output_agent,
Model Security,Model Documentation Validation,MDS-05,"Define, implement, and evaluate processes, procedures, and technical measures for the validation of the Model documentation aligned with the current model.",MDS-05.1,"Are processes, procedures, and technical measures defined, implemented, and evaluated for the validation of the model documentation aligned with the current model?",AI-Specific,"Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Loss of governance/compliance","Compute, Storage, App, Data",missing_info_agent; validation_agent; final_output_agent,
Model Security,Adversarial Attack Analysis,MDS-06,"Define, implement, and evaluate processes and technical measures to assess adversarial threats specific to each AI model.",MDS-06.1,"Are processes and technical measures defined, implemented, and evaluated to regularly assess adversarial threats specific to each AI model?",AI-Specific,"Model manipulation, Data poisoning, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance","Network, Compute, Storage, App, Data",missing_info_agent; validation_agent; final_output_agent,
Model Security,Robustness against Adversarial Attack / Model Hardening,MDS-07,"Define, implement, and evaluate processes, procedures, and technical measures for Model Hardening to mitigate relevant adversarial attacks as identified in the Threat Analysis and Adversarial Threat Analysis.",MDS-07.1,"Are processes, procedures, and technical measures defined, implemented, and evaluated for Model Hardening to mitigate relevant adversarial attacks as identified in the Threat Analysis and Adversarial Threat Analysis?",AI-Specific,"Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance","Network, Compute, Storage, App, Data",missing_info_agent; validation_agent; final_output_agent,
Model Security,Model Integrity Checks,MDS-08,"Regularly calculate and compare checksums using cryptographic hashes of model checkpoints to detect unauthorized modifications. Apply at least annually based on the level of risk, or after any change of hands.",MDS-08.1,Are checksums regularly calculated and compared using cryptographic hashes of model checkpoints to detect unauthorized modifications?,AI-Specific,"Model manipulation, Data poisoning, Sensitive data disclosure, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Loss of governance/compliance","Network, Compute, Storage, App, Data",missing_info_agent; validation_agent; final_output_agent,
,,,,MDS-08.2,"Are these measures applied at least annually based on the level of risk, or after any change of hands?",,,,missing_info_agent; validation_agent; final_output_agent,
Model Security,Model Signing/Ownership Verification,MDS-09,"Sign models cryptographically and verify signatures to ensure model provenance and ownership, any time the model changes hands or is loaded from storage.",MDS-09.1,Are models signed cryptographically and are signatures verified to ensure model provenance and ownership any time the model changes hands or is loaded from storage?,Cloud & AI Related,"Model manipulation, Sensitive data disclosure, Model theft, Insecure supply chain, Insecure apps/plugins, Loss of governance/compliance","Network, Compute, Storage, App",missing_info_agent; validation_agent; final_output_agent,
Model Security,Model Continuous Monitoring,MDS-10,"Define, implement, and evaluate processes, procedures, and technical measures for continuous monitoring of model performance metrics over time to identify sudden shifts or unexpected changes in predictions that could degrade model performance.",MDS-10.1,"Are processes, procedures, and technical measures defined, implemented, and evaluated for continuous monitoring of model performance metrics over time to identify sudden shifts or unexpected changes in predictions that could degrade model performance?",Cloud & AI Related,"Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance","Network, Compute, Storage, App, Data",missing_info_agent; validation_agent; final_output_agent,
Model Security,Model Failure,MDS-11,"Perform a risk-based evaluation of the model and model serving infrastructure for model failure. Define and implement measures to mitigate model and model serving infrastructure failures, and regularly evaluate throughout the AI system's lifecycle.",MDS-11.1,Are risk-based evaluation of the model and model serving infrastructure for model failure performed?,AI-Specific,"Model manipulation, Data poisoning, Sensitive data disclosure, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance","Phys, Network, Compute, Storage, App, Data",missing_info_agent; validation_agent; final_output_agent,
,,,,MDS-11.2,"Are measures defined and implemented to mitigate model and model serving infrastructure failures, and are they regularly evaluated throughout the AI system's lifecycle?",,,,missing_info_agent; validation_agent; final_output_agent,
Model Security,Open Model Risk Assessment,MDS-12,"Establish a process to evaluate risk associated with open models. Periodically review these risk factors, and implement a process to monitor and mitigate any determined vulnerabilities.",MDS-12.1,Are processes established to evaluate the risk associated with open models?,AI-Specific,"Model manipulation, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance","Network, Compute, Storage, App",missing_info_agent; validation_agent; final_output_agent,
,,,,MDS-12.2,"Are risk factors periodically reviewed, and is a process implemented to monitor and mitigate any determined vulnerabilities?",,,,missing_info_agent; validation_agent; final_output_agent,
Model Security,Secure Model Format,MDS-13,Adopt secure model formats and processes for AI model serialization where applicable.,MDS-13.1,Are secure model formats and processes for AI model serialization adopted where applicable?,Cloud & AI Related,"Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Loss of governance/compliance","Network, Compute, Storage, App, Data",missing_info_agent; validation_agent; final_output_agent,
"Security Incident Management, E-Discovery, & Cloud Forensics",Security Incident Management Policy and Procedures,SEF-01,"Establish, document, approve, communicate, apply, evaluate and maintain policies and procedures for Security Incident Management, E-Discovery, and Forensics. Review and update the policies and procedures at least annually or upon significant changes.",SEF-01.1,"Are policies and procedures established, documented, approved, communicated, applied, evaluated, and maintained for Security Incident Management, E-Discovery, and Forensics?",Cloud & AI Related,"Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance","Phys, Network, Compute, Storage, App, Data",missing_info_agent; validation_agent; final_output_agent,
,,,,SEF-01.2,"Are policies and procedures for Security Incident Management, E-Discovery, and Forensics reviewed and updated at least annually or upon significant changes?",,,,missing_info_agent; validation_agent; final_output_agent,
"Security Incident Management, E-Discovery, & Cloud Forensics",Service Management Policy and Procedures,SEF-02,"Establish, document, approve, communicate, apply, evaluate and maintain policies and procedures for the timely management of security incidents. Review and update the policies and procedures at least annually, or upon significant changes.",SEF-02.1,"Are Service Management Policies and Procedures established, documented, approved, communicated, applied, evaluated, and maintained for the timely management of security incidents?",Cloud & AI Related,"Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance","Phys, Network, Compute, Storage, App, Data",missing_info_agent; validation_agent; final_output_agent,
,,,,SEF-02.2,"Are Service Management Policies and Procedures reviewed and updated at least annually, or upon significant changes?",,,,missing_info_agent; validation_agent; final_output_agent,
"Security Incident Management, E-Discovery, & Cloud Forensics",Incident Response Plans,SEF-03,"Establish, document, approve, communicate, apply, evaluate and maintain a security incident response plan, which includes but is not limited to: a communication strategy for notifying relevant internal departments, impacted AICs, and other business critical relationships (such as supply-chain) that may be impacted.",SEF-03.1,"Is a security incident response plans which includes but is not limited to a communication strategy for notifying relevant internal departments, impacted AICs, and other business critical relationships (such as supply-chain) that may be impacted, established, documented, approved, communicated, applied, evaluated, and maintained?",Cloud & AI Related,"Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance","Phys, Network, Compute, Storage, App, Data",missing_info_agent; validation_agent; final_output_agent,
"Security Incident Management, E-Discovery, & Cloud Forensics",Incident Response Testing,SEF-04,Follow a structured approach to evaluate the effectiveness of incident response plans at planned intervals or upon significant changes.,SEF-04.1,"Is a structured approach followed, to evaluate the effectiveness of incident response plans at planned intervals or upon significant changes?",Cloud & AI Related,"Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance","Phys, Network, Compute, Storage, App, Data",missing_info_agent; validation_agent; final_output_agent,
"Security Incident Management, E-Discovery, & Cloud Forensics",Incident Response Metrics,SEF-05,"Establish, monitor and report information security incident metrics.",SEF-05.1,"Are information security incident metrics established, monitored and reported?",Cloud & AI Related,"Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance","Phys, Network, Compute, Storage, App, Data",missing_info_agent; validation_agent; final_output_agent,
"Security Incident Management, E-Discovery, & Cloud Forensics",Event Triage Processes,SEF-06,"Define, implement and evaluate processes, procedures and technical measures supporting business processes to triage security-related events.",SEF-06.1,"Are security-related event triage processes, procedures and technical measures supporting business processes, defined, implemented and evaluated? Alternative formulation: Are processes procedures and technical measures supporting business processes to triage security-related events, defined, implemented and evaluated?",Cloud & AI Related,"Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance","Phys, Network, Compute, Storage, App, Data",missing_info_agent; validation_agent; final_output_agent,
"Security Incident Management, E-Discovery, & Cloud Forensics",Security Breach Notification,SEF-07,"Define and implement, processes, procedures and technical measures for security breach notifications. Report material security breaches and assumed security breaches including any relevant supply chain breaches, as per applicable SLAs, laws and regulations.",SEF-07.1,"Are processes, procedures and technical measures for security breach notifications defined and implemented?",Cloud & AI Related,"Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance","Phys, Network, Compute, Storage, App, Data",missing_info_agent; validation_agent; final_output_agent,
,,,,SEF-07.2,"Are material security breaches and assumed security breaches, including any relevant supply chain breaches, reported as per applicable SLAs, laws and regulations?",,,,missing_info_agent; validation_agent; final_output_agent,
"Security Incident Management, E-Discovery, & Cloud Forensics",Points of Contact Maintenance,SEF-08,"Maintain points of contact for applicable regulation authorities, national and local law enforcement, and other legal jurisdictional authorities. Review and update the points of contact at least annually.",SEF-08.1,"Are points of contact maintained for applicable regulation authorities, national and local law enforcement, and other legal jurisdictional authorities?",Cloud & AI Related,"Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance","Phys, Network, Compute, Storage, App, Data",missing_info_agent; validation_agent; final_output_agent,
,,,,SEF-08.2,Are the points of contacts reviewed and updated at least annually?,,,,missing_info_agent; validation_agent; final_output_agent,
"Security Incident Management, E-Discovery, & Cloud Forensics",Incident Response,SEF-09,"Define incident categories and severity levels for AI systems, and determine response procedures for each, including automated response where applicable.",SEF-09.1,"Are incident categories and severity levels defined for AI systems, and response procedures determined for each, including automated response where applicable?",Cloud & AI Related,"Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance","Phys, Network, Compute, Storage, App, Data",missing_info_agent; validation_agent; final_output_agent,
"Supply Chain Management, Transparency, and Accountability",Supply Chain Risk Management Policies and Procedures,STA-01,"Establish, document, approve, communicate, apply, evaluate, and maintain policies and procedures for supply chain risk management. Review and update the policies and procedures at least annually or upon significant changes.",STA-01.1,"Are policies and procedures for supply chain risk management established, documented, approved, communicated, applied, evaluated, and maintained?",Cloud & AI Related,"Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance","Phys, Network, Compute, Storage, App, Data",missing_info_agent; validation_agent; final_output_agent,
,,,,STA-01.2,Are the policies and procedures reviewed and updated at least annually or upon significant changes?,,,,missing_info_agent; validation_agent; final_output_agent,
"Supply Chain Management, Transparency, and Accountability",SSRM Policy and Procedures,STA-02,"Establish, document, approve, communicate, apply, evaluate and maintain policies and procedures for the application of the Shared Security Responsibility Model (SSRM) within the organization. Review and update the policies and procedures at least annually, or upon significant changes.",STA-02.1,"Are policies and procedures established, documented, approved, communicated, applied, evaluated, and maintained for applying the Shared Security Responsibility Model (SSRM) within the organization?",Cloud & AI Related,"Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance","Phys, Network, Compute, Storage, App, Data",missing_info_agent; validation_agent; final_output_agent,
,,,,STA-02.2,"Are policies and procedures for applying the Shared Security Responsibility Model (SSRM) within the organization reviewed and updated at least annually, or upon significant changes?",,,,missing_info_agent; validation_agent; final_output_agent,
"Supply Chain Management, Transparency, and Accountability",SSRM Supply Chain,STA-03,"Apply, document, implement and manage the SSRM throughout the supply chain.",STA-03.1,"Is the SSRM applied, documented, implemented and managed throughout the supply chain?",Cloud & AI Related,"Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Loss of governance/compliance","Phys, Network, Compute, Storage, App, Data",missing_info_agent; validation_agent; final_output_agent,
"Supply Chain Management, Transparency, and Accountability",SSRM Guidance,STA-04,Provide SSRM Guidance to the Customer detailing information about the SSRM applicability throughout the supply chain.,STA-04.1,Are customers provided with SSRM guidance detailing its applicability throughout the supply chain?,Cloud & AI Related,"Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Loss of governance/compliance","Phys, Network, Compute, Storage, App, Data",missing_info_agent; validation_agent; final_output_agent,
"Supply Chain Management, Transparency, and Accountability",SSRM Control Ownership,STA-05,Delineate the shared ownership and applicability of all CSA AICM controls according to the SSRM.,STA-05.1,Is the shared ownership and applicability of all CSA AICM controls delineated according to the SSRM?,Cloud & AI Related,"Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance","Phys, Network, Compute, Storage, App, Data",missing_info_agent; validation_agent; final_output_agent,
"Supply Chain Management, Transparency, and Accountability",SSRM Documentation Review,STA-06,Review and validate SSRM documentation.,STA-06.1,Are the SSRM documentation reviewed and validated?,Cloud & AI Related,"Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance","Phys, Network, Compute, Storage, App, Data",missing_info_agent; validation_agent; final_output_agent,
"Supply Chain Management, Transparency, and Accountability",SSRM Control Implementation,STA-07,"Implement, operate, and audit or assess the portions of the SSRM which the organization is responsible for.",STA-07.1,"Are the portions of the SSRM the organization is responsible for implemented, operated, audited, or assessed?",Cloud & AI Related,"Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance","Phys, Network, Compute, Storage, App, Data",missing_info_agent; validation_agent; final_output_agent,
"Supply Chain Management, Transparency, and Accountability",Supply Chain Inventory,STA-08,Develop and maintain an inventory of all supply chain relationships.,STA-08.1,Is an inventory of all supply chain relationships maintained and developed?,Cloud & AI Related,"Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance","Phys, Network, Compute, Storage, App, Data",missing_info_agent; validation_agent; final_output_agent,
"Supply Chain Management, Transparency, and Accountability",Supply Chain Risk Management,STA-09,Periodically review risk factors associated with supply chain relationships.,STA-09.1,Are risk factors associated with the supply chain relationships periodically reviewed?,Cloud & AI Related,"Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance","Phys, Network, Compute, Storage, App, Data",missing_info_agent; validation_agent; final_output_agent,
